# t x y z vx vy vz m
113240.001 29.32744 -35.66919 -0.00837 0.00024 0.00250 -0.00000 1.000e+04 
113250.001 -33.05508 37.55663 0.00461 -0.00196 0.00063 0.00000 1.000e+04 
113260.001 16.83900 -43.80000 0.00025 0.00047 0.00210 -0.00000 1.000e+04 
113270.001 -20.99422 44.64708 -0.00355 -0.00218 0.00097 0.00000 1.000e+04 
113280.001 2.51797 -47.73926 -0.00057 0.00057 0.00166 -0.00000 1.000e+04 
113290.001 -7.07802 47.95380 -0.00485 -0.00230 0.00137 0.00000 1.000e+04 
113300.001 -12.00578 -47.19640 0.00022 0.00052 0.00123 0.00000 1.000e+04 
113310.001 7.38724 46.99976 0.00318 -0.00230 0.00181 -0.00000 1.000e+04 
113320.001 -25.51083 -42.49143 0.00247 0.00036 0.00084 -0.00000 1.000e+04 
113330.001 21.20597 41.58898 -0.00190 -0.00216 0.00224 -0.00000 1.000e+04 
113340.001 -36.83422 -34.25427 -0.00183 0.00011 0.00053 -0.00000 1.000e+04 
113350.001 32.97716 31.98614 -0.00053 -0.00188 0.00262 0.00000 1.000e+04 
113360.001 -45.17925 -23.22242 0.00105 -0.00022 0.00030 0.00000 1.000e+04 
113370.001 41.18277 19.18067 -0.00108 -0.00148 0.00289 -0.00000 1.000e+04 
113380.001 -50.06748 -10.38611 0.00167 -0.00058 0.00017 0.00000 1.000e+04 
113390.001 44.99581 4.13774 -0.00043 -0.00101 0.00302 0.00000 1.000e+04 
113400.001 -51.07271 3.24380 -0.00282 -0.00097 0.00014 -0.00000 1.000e+04 
113410.001 43.84753 -11.19392 0.00302 -0.00052 0.00298 0.00000 1.000e+04 
113420.001 -48.23695 16.63765 -0.00258 -0.00135 0.00022 0.00000 1.000e+04 
113430.001 37.86062 -25.45409 0.00041 -0.00007 0.00278 -0.00000 1.000e+04 
113440.001 -41.65337 28.72332 0.00421 -0.00169 0.00040 0.00000 1.000e+04 
113450.001 27.90428 -36.86712 -0.00368 0.00028 0.00246 -0.00000 1.000e+04 
113460.001 -31.83221 38.57225 0.00233 -0.00199 0.00067 -0.00000 1.000e+04 
113470.001 14.95297 -44.60691 0.00107 0.00049 0.00204 0.00000 1.000e+04 
113480.001 -19.37499 45.24137 -0.00526 -0.00220 0.00102 -0.00000 1.000e+04 
113490.001 0.66512 -47.91920 0.00288 0.00057 0.00160 0.00000 1.000e+04 
113500.001 -5.33815 48.06886 -0.00114 -0.00231 0.00142 0.00000 1.000e+04 
113510.001 -13.84624 -46.84186 -0.00028 0.00051 0.00118 -0.00000 1.000e+04 
113520.001 9.27511 46.52383 0.00244 -0.00229 0.00187 0.00000 1.000e+04 
113530.001 -27.05466 -41.62586 -0.00067 0.00034 0.00080 -0.00000 1.000e+04 
113540.001 22.82775 40.62342 -0.00146 -0.00213 0.00229 -0.00000 1.000e+04 
113550.001 -38.07327 -32.96878 -0.00129 0.00007 0.00049 0.00000 1.000e+04 
113560.001 34.20639 30.55771 -0.00153 -0.00184 0.00266 0.00000 1.000e+04 
113570.001 -45.99287 -21.70835 0.00315 -0.00026 0.00028 0.00000 1.000e+04 
113580.001 41.98233 17.28444 0.00135 -0.00142 0.00292 -0.00000 1.000e+04 
113590.001 -50.39249 -8.64742 0.00163 -0.00063 0.00016 -0.00000 1.000e+04 
113600.001 45.12961 2.15444 -0.00359 -0.00094 0.00303 0.00000 1.000e+04 
113610.001 -50.90398 4.89212 0.00347 -0.00101 0.00015 0.00000 1.000e+04 
113620.001 43.37784 -13.07649 -0.00351 -0.00046 0.00297 -0.00000 1.000e+04 
113630.001 -47.60796 18.03384 0.00398 -0.00139 0.00023 0.00000 1.000e+04 
113640.001 36.99407 -26.85489 -0.00438 -0.00003 0.00275 -0.00000 1.000e+04 
113650.001 -40.76244 29.77987 0.00498 -0.00173 0.00042 0.00000 1.000e+04 
113660.001 26.71870 -37.88442 -0.00389 0.00030 0.00242 -0.00000 1.000e+04 
113670.001 -30.75822 39.24301 0.00164 -0.00201 0.00069 0.00000 1.000e+04 
113680.001 13.70680 -45.15194 0.00130 0.00050 0.00200 -0.00000 1.000e+04 
113690.001 -18.22703 45.53801 -0.00387 -0.00222 0.00105 0.00000 1.000e+04 
113700.001 -0.56571 -48.09950 0.00484 0.00057 0.00157 0.00000 1.000e+04 
113710.001 -4.09069 47.97999 -0.00477 -0.00232 0.00146 0.00000 1.000e+04 
113720.001 -14.72781 -46.69954 0.00411 0.00050 0.00115 0.00000 1.000e+04 
113730.001 10.27802 46.12733 -0.00511 -0.00229 0.00190 -0.00000 1.000e+04 
113740.001 -27.67076 -41.37578 0.00564 0.00032 0.00078 0.00000 1.000e+04 
113750.001 23.68815 39.93807 -0.00506 -0.00212 0.00232 0.00000 1.000e+04 
113760.001 -38.45156 -32.65930 0.00298 0.00006 0.00048 -0.00000 1.000e+04 
113770.001 34.81121 29.69210 0.00089 -0.00182 0.00268 0.00000 1.000e+04 
113780.001 -46.15467 -21.43100 -0.00374 -0.00027 0.00027 -0.00000 1.000e+04 
113790.001 42.26374 16.40627 0.00448 -0.00140 0.00293 -0.00000 1.000e+04 
113800.001 -50.37985 -8.58614 -0.00361 -0.00064 0.00016 0.00000 1.000e+04 
113810.001 45.18666 1.36438 0.00136 -0.00092 0.00303 -0.00000 1.000e+04 
113820.001 -50.84744 4.88315 0.00058 -0.00102 0.00015 0.00000 1.000e+04 
113830.001 43.23645 -13.77687 0.00115 -0.00044 0.00296 0.00000 1.000e+04 
113840.001 -47.55114 18.01419 -0.00289 -0.00139 0.00023 -0.00000 1.000e+04 
113850.001 36.63676 -27.56693 0.00326 -0.00001 0.00274 0.00000 1.000e+04 
113860.001 -40.58114 29.79084 -0.00336 -0.00174 0.00042 -0.00000 1.000e+04 
113870.001 26.28870 -38.42041 0.00155 0.00031 0.00240 0.00000 1.000e+04 
113880.001 -30.46842 39.20427 -0.00055 -0.00202 0.00070 -0.00000 1.000e+04 
113890.001 13.36019 -45.47966 -0.00095 0.00050 0.00199 0.00000 1.000e+04 
113900.001 -17.90414 45.44057 -0.00025 -0.00223 0.00105 -0.00000 1.000e+04 
113910.001 -0.89827 -48.31060 -0.00103 0.00056 0.00156 0.00000 1.000e+04 
113920.001 -3.72595 47.78088 0.00092 -0.00232 0.00147 -0.00000 1.000e+04 
113930.001 -14.98187 -46.84687 -0.00225 0.00049 0.00114 -0.00000 1.000e+04 
113940.001 10.70730 45.80400 0.00497 -0.00229 0.00191 0.00000 1.000e+04 
113950.001 -27.87086 -41.47328 -0.00557 0.00031 0.00078 -0.00000 1.000e+04 
113960.001 24.18062 39.41043 0.00441 -0.00212 0.00234 -0.00000 1.000e+04 
113970.001 -38.48631 -32.78612 -0.00271 0.00005 0.00048 0.00000 1.000e+04 
113980.001 35.14061 29.10057 0.00230 -0.00181 0.00269 0.00000 1.000e+04 
113990.001 -46.18027 -21.57831 -0.00168 -0.00028 0.00027 -0.00000 1.000e+04 
114000.001 42.46106 15.68675 0.00226 -0.00139 0.00294 0.00000 1.000e+04 
114010.001 -50.38645 -8.73423 -0.00147 -0.00064 0.00016 -0.00000 1.000e+04 
114020.001 45.22075 0.56628 -0.00030 -0.00091 0.00303 0.00000 1.000e+04 
114030.001 -50.80268 4.76642 0.00227 -0.00102 0.00014 -0.00000 1.000e+04 
114040.001 43.11293 -14.50919 -0.00422 -0.00043 0.00295 0.00000 1.000e+04 
114050.001 -47.45740 17.87797 0.00430 -0.00140 0.00023 -0.00000 1.000e+04 
114060.001 36.42806 -28.13214 -0.00393 -0.00001 0.00272 0.00000 1.000e+04 
114070.001 -40.47117 29.64092 0.00091 -0.00174 0.00042 -0.00000 1.000e+04 
114080.001 26.03811 -38.84813 -0.00125 0.00031 0.00239 0.00000 1.000e+04 
114090.001 -30.33046 39.05938 0.00213 -0.00203 0.00070 0.00000 1.000e+04 
114100.001 13.06659 -45.82255 -0.00202 0.00050 0.00198 -0.00000 1.000e+04 
114110.001 -17.61114 45.28834 0.00341 -0.00224 0.00106 0.00000 1.000e+04 
114120.001 -1.04369 -48.53315 -0.00184 0.00055 0.00155 -0.00000 1.000e+04 
114130.001 -3.42200 47.56513 0.00158 -0.00233 0.00148 0.00000 1.000e+04 
114140.001 -15.05633 -47.04304 0.00014 0.00048 0.00114 -0.00000 1.000e+04 
114150.001 11.04642 45.50151 0.00031 -0.00229 0.00192 0.00000 1.000e+04 
114160.001 -27.90594 -41.65919 0.00103 0.00031 0.00078 -0.00000 1.000e+04 
114170.001 24.53669 38.97927 -0.00140 -0.00211 0.00235 0.00000 1.000e+04 
114180.001 -38.46889 -32.99070 0.00216 0.00005 0.00049 0.00000 1.000e+04 
114190.001 35.46062 28.53535 -0.00468 -0.00180 0.00271 -0.00000 1.000e+04 
114200.001 -46.11884 -21.81618 0.00537 -0.00028 0.00028 0.00000 1.000e+04 
114210.001 42.66094 15.05577 -0.00472 -0.00137 0.00294 0.00000 1.000e+04 
114220.001 -50.31029 -9.00943 0.00268 -0.00064 0.00016 -0.00000 1.000e+04 
114230.001 45.26563 0.00068 -0.00154 -0.00089 0.00302 -0.00000 1.000e+04 
114240.001 -50.78557 4.46825 0.00032 -0.00102 0.00014 0.00000 1.000e+04 
114250.001 43.02077 -15.13483 0.00082 -0.00042 0.00294 -0.00000 1.000e+04 
114260.001 -47.40745 17.63709 -0.00074 -0.00140 0.00023 0.00000 1.000e+04 
114270.001 36.28181 -28.61070 0.00206 -0.00000 0.00271 -0.00000 1.000e+04 
114280.001 -40.40900 29.42004 -0.00214 -0.00175 0.00041 0.00000 1.000e+04 
114290.001 25.89628 -39.20739 0.00366 0.00031 0.00238 -0.00000 1.000e+04 
114300.001 -30.22250 38.87090 -0.00306 -0.00204 0.00069 0.00000 1.000e+04 
114310.001 12.97199 -46.08905 0.00321 0.00049 0.00197 -0.00000 1.000e+04 
114320.001 -17.46056 45.09447 -0.00211 -0.00224 0.00106 -0.00000 1.000e+04 
114330.001 -1.06097 -48.76054 0.00167 0.00055 0.00155 0.00000 1.000e+04 
114340.001 -3.20407 47.34929 -0.00368 -0.00234 0.00148 -0.00000 1.000e+04 
114350.001 -15.03274 -47.27102 0.00304 0.00048 0.00114 0.00000 1.000e+04 
114360.001 11.38699 45.19261 -0.00312 -0.00230 0.00193 -0.00000 1.000e+04 
114370.001 -27.74437 -41.93130 0.00120 0.00031 0.00078 0.00000 1.000e+04 
114380.001 24.79047 38.63111 -0.00003 -0.00211 0.00236 -0.00000 1.000e+04 
114390.001 -38.33835 -33.32111 -0.00159 0.00005 0.00049 0.00000 1.000e+04 
114400.001 35.71093 28.05621 0.00183 -0.00179 0.00271 -0.00000 1.000e+04 
114410.001 -45.99453 -22.18073 -0.00212 -0.00027 0.00028 0.00000 1.000e+04 
114420.001 42.82398 14.52627 0.00305 -0.00136 0.00295 -0.00000 1.000e+04 
114430.001 -50.21623 -9.40168 -0.00355 -0.00063 0.00016 -0.00000 1.000e+04 
114440.001 45.33375 -0.53985 0.00457 -0.00088 0.00302 0.00000 1.000e+04 
114450.001 -50.72007 4.08085 -0.00430 -0.00102 0.00014 0.00000 1.000e+04 
114460.001 43.01149 -15.58556 0.00335 -0.00041 0.00294 0.00000 1.000e+04 
114470.001 -47.38972 17.25807 -0.00159 -0.00140 0.00022 -0.00000 1.000e+04 
114480.001 36.24006 -28.97917 0.00047 -0.00000 0.00271 0.00000 1.000e+04 
114490.001 -40.41410 29.09856 -0.00077 -0.00175 0.00041 -0.00000 1.000e+04 
114500.001 25.84119 -39.53236 -0.00052 0.00031 0.00237 0.00000 1.000e+04 
114510.001 -30.13872 38.62620 0.00017 -0.00204 0.00069 -0.00000 1.000e+04 
114520.001 13.06375 -46.30495 -0.00189 0.00049 0.00197 0.00000 1.000e+04 
114530.001 -17.39199 44.86685 0.00274 -0.00225 0.00106 -0.00000 1.000e+04 
114540.001 -0.92589 -48.99262 -0.00400 0.00054 0.00155 0.00000 1.000e+04 
114550.001 -3.05759 47.12379 0.00289 -0.00234 0.00148 -0.00000 1.000e+04 
114560.001 -14.83175 -47.53802 -0.00243 0.00047 0.00115 0.00000 1.000e+04 
114570.001 11.58240 44.93199 0.00206 -0.00230 0.00194 0.00000 1.000e+04 
114580.001 -27.51149 -42.26740 -0.00153 0.00030 0.00079 -0.00000 1.000e+04 
114590.001 25.04993 38.28632 0.00328 -0.00211 0.00237 0.00000 1.000e+04 
114600.001 -38.08021 -33.73192 -0.00298 0.00005 0.00050 -0.00000 1.000e+04 
114610.001 35.92686 27.66694 0.00245 -0.00179 0.00272 0.00000 1.000e+04 
114620.001 -45.76981 -22.66747 -0.00070 -0.00027 0.00028 -0.00000 1.000e+04 
114630.001 42.95918 14.14514 -0.00083 -0.00136 0.00295 0.00000 1.000e+04 
114640.001 -50.09165 -9.91175 0.00186 -0.00063 0.00016 -0.00000 1.000e+04 
114650.001 45.41729 -0.98298 -0.00257 -0.00088 0.00302 0.00000 1.000e+04 
114660.001 -50.63472 3.62501 0.00225 -0.00101 0.00014 -0.00000 1.000e+04 
114670.001 43.06865 -15.88277 -0.00358 -0.00041 0.00293 -0.00000 1.000e+04 
114680.001 -47.37993 16.82148 0.00475 -0.00139 0.00022 -0.00000 1.000e+04 
114690.001 36.30732 -29.21445 -0.00527 -0.00000 0.00270 0.00000 1.000e+04 
114700.001 -40.43770 28.73287 0.00331 -0.00174 0.00040 -0.00000 1.000e+04 
114710.001 25.95945 -39.71491 -0.00166 0.00030 0.00237 0.00000 1.000e+04 
114720.001 -30.18165 38.31841 -0.00076 -0.00204 0.00068 0.00000 1.000e+04 
114730.001 13.24187 -46.49531 0.00191 0.00048 0.00197 -0.00000 1.000e+04 
114740.001 -17.34909 44.63416 0.00026 -0.00226 0.00105 0.00000 1.000e+04 
114750.001 -0.63951 -49.20072 -0.00005 0.00053 0.00156 -0.00000 1.000e+04 
114760.001 -2.95546 46.91349 0.00128 -0.00235 0.00148 0.00000 1.000e+04 
114770.001 -14.44122 -47.81913 0.00012 0.00047 0.00116 -0.00000 1.000e+04 
114780.001 11.65619 44.73933 -0.00230 -0.00231 0.00194 0.00000 1.000e+04 
114790.001 -27.16835 -42.64487 0.00381 0.00031 0.00080 -0.00000 1.000e+04 
114800.001 25.20544 38.03903 -0.00389 -0.00212 0.00237 0.00000 1.000e+04 
114810.001 -37.74934 -34.18692 0.00291 0.00006 0.00050 0.00000 1.000e+04 
114820.001 36.05605 27.42074 -0.00311 -0.00179 0.00272 -0.00000 1.000e+04 
114830.001 -45.50839 -23.20149 0.00295 -0.00026 0.00029 0.00000 1.000e+04 
114840.001 43.07534 13.88102 -0.00343 -0.00136 0.00295 -0.00000 1.000e+04 
114850.001 -49.91468 -10.48052 0.00286 -0.00062 0.00016 0.00000 1.000e+04 
114860.001 45.50800 -1.19288 -0.00103 -0.00088 0.00302 -0.00000 1.000e+04 
114870.001 -50.56949 3.03057 -0.00114 -0.00100 0.00013 0.00000 1.000e+04 
114880.001 43.16658 -16.07542 0.00291 -0.00041 0.00293 -0.00000 1.000e+04 
114890.001 -47.39902 16.29712 -0.00271 -0.00138 0.00021 0.00000 1.000e+04 
114900.001 36.44368 -29.37498 0.00291 -0.00001 0.00270 -0.00000 1.000e+04 
114910.001 -40.48050 28.30252 -0.00091 -0.00174 0.00039 0.00000 1.000e+04 
114920.001 26.23284 -39.79244 0.00181 0.00029 0.00237 -0.00000 1.000e+04 
114930.001 -30.29317 37.95999 -0.00325 -0.00204 0.00067 -0.00000 1.000e+04 
114940.001 13.57550 -46.62586 0.00387 0.00047 0.00198 0.00000 1.000e+04 
114950.001 -17.42565 44.36739 -0.00405 -0.00226 0.00104 -0.00000 1.000e+04 
114960.001 -0.21697 -49.39853 0.00263 0.00053 0.00157 0.00000 1.000e+04 
114970.001 -2.98600 46.70963 -0.00179 -0.00236 0.00148 -0.00000 1.000e+04 
114980.001 -13.97137 -48.12566 0.00040 0.00047 0.00117 0.00000 1.000e+04 
114990.001 11.71187 44.55401 -0.00129 -0.00231 0.00194 -0.00000 1.000e+04 
115000.001 -26.66651 -43.07945 0.00051 0.00031 0.00081 0.00000 1.000e+04 
115010.001 25.27729 37.86842 -0.00004 -0.00212 0.00237 -0.00000 1.000e+04 
115020.001 -37.29378 -34.75418 -0.00130 0.00007 0.00051 0.00000 1.000e+04 
115030.001 36.13779 27.26007 0.00312 -0.00179 0.00272 -0.00000 1.000e+04 
115040.001 -45.16997 -23.85271 -0.00387 -0.00024 0.00029 0.00000 1.000e+04 
115050.001 43.18683 13.69312 0.00366 -0.00136 0.00295 -0.00000 1.000e+04 
115060.001 -49.67720 -11.16529 -0.00222 -0.00060 0.00016 0.00000 1.000e+04 
115070.001 45.62350 -1.26702 0.00245 -0.00088 0.00301 0.00000 1.000e+04 
115080.001 -50.48997 2.32842 -0.00276 -0.00099 0.00013 -0.00000 1.000e+04 
115090.001 43.32337 -16.14555 0.00290 -0.00042 0.00292 0.00000 1.000e+04 
115100.001 -47.43199 15.67035 -0.00305 -0.00137 0.00020 -0.00000 1.000e+04 
115110.001 36.68752 -29.40137 0.00141 -0.00002 0.00270 0.00000 1.000e+04 
115120.001 -40.59835 27.77606 0.00009 -0.00174 0.00038 -0.00000 1.000e+04 
115130.001 26.59034 -39.82397 -0.00180 0.00028 0.00237 0.00000 1.000e+04 
115140.001 -30.43045 37.55964 0.00121 -0.00204 0.00066 -0.00000 1.000e+04 
115150.001 14.06838 -46.70210 -0.00191 0.00046 0.00198 0.00000 1.000e+04 
115160.001 -17.55974 44.07520 0.00070 -0.00226 0.00103 -0.00000 1.000e+04 
115170.001 0.38609 -49.57995 -0.00148 0.00052 0.00158 0.00000 1.000e+04 
115180.001 -3.11370 46.50723 0.00312 -0.00236 0.00147 0.00000 1.000e+04 
115190.001 -13.35606 -48.46214 -0.00379 0.00047 0.00118 -0.00000 1.000e+04 
115200.001 11.69708 44.40024 0.00404 -0.00232 0.00193 0.00000 1.000e+04 
115210.001 -26.03001 -43.56217 -0.00293 0.00032 0.00083 -0.00000 1.000e+04 
115220.001 25.26138 37.77797 0.00245 -0.00212 0.00237 0.00000 1.000e+04 
115230.001 -36.74318 -35.39580 -0.00147 0.00008 0.00053 -0.00000 1.000e+04 
115240.001 36.17890 27.18146 0.00152 -0.00179 0.00272 0.00000 1.000e+04 
115250.001 -44.74600 -24.59303 -0.00103 -0.00023 0.00030 -0.00000 1.000e+04 
115260.001 43.26674 13.65261 -0.00025 -0.00136 0.00294 0.00000 1.000e+04 
115270.001 -49.40590 -11.94799 0.00154 -0.00059 0.00016 -0.00000 1.000e+04 
115280.001 45.75801 -1.23964 -0.00327 -0.00089 0.00301 0.00000 1.000e+04 
115290.001 -50.38022 1.56006 0.00351 -0.00097 0.00012 -0.00000 1.000e+04 
115300.001 43.54902 -16.06548 -0.00363 -0.00043 0.00292 0.00000 1.000e+04 
115310.001 -47.46437 14.96856 0.00155 -0.00136 0.00019 -0.00000 1.000e+04 
115320.001 37.04803 -29.27722 -0.00172 -0.00003 0.00270 0.00000 1.000e+04 
115330.001 -40.77280 27.16441 0.00238 -0.00173 0.00036 0.00000 1.000e+04 
115340.001 27.05882 -39.77776 -0.00225 0.00027 0.00238 -0.00000 1.000e+04 
115350.001 -30.61497 37.12064 0.00317 -0.00204 0.00065 0.00000 1.000e+04 
115360.001 14.70490 -46.71024 -0.00185 0.00045 0.00200 -0.00000 1.000e+04 
115370.001 -17.78531 43.76159 0.00152 -0.00227 0.00102 0.00000 1.000e+04 
115380.001 1.12052 -49.73892 -0.00005 0.00051 0.00160 -0.00000 1.000e+04 
115390.001 -3.31362 46.31606 0.00017 -0.00237 0.00146 0.00000 1.000e+04 
115400.001 -12.59760 -48.79941 0.00096 0.00047 0.00120 -0.00000 1.000e+04 
115410.001 11.56701 44.30089 -0.00143 -0.00233 0.00193 0.00000 1.000e+04 
115420.001 -25.29131 -44.07632 0.00216 0.00032 0.00084 0.00000 1.000e+04 
115430.001 25.17841 37.76073 -0.00390 -0.00213 0.00236 -0.00000 1.000e+04 
115440.001 -36.09925 -36.07423 0.00446 0.00009 0.00054 -0.00000 1.000e+04 
115450.001 36.15896 27.22655 -0.00391 -0.00180 0.00271 0.00000 1.000e+04 
115460.001 -44.24171 -25.39622 0.00205 -0.00021 0.00031 -0.00000 1.000e+04 
115470.001 43.29846 13.79469 -0.00089 -0.00137 0.00294 -0.00000 1.000e+04 
115480.001 -49.10298 -12.83934 -0.00005 -0.00057 0.00016 0.00000 1.000e+04 
115490.001 45.90008 -1.10609 0.00054 -0.00090 0.00300 -0.00000 1.000e+04 
115500.001 -50.25261 0.72107 0.00049 -0.00095 0.00012 0.00000 1.000e+04 
115510.001 43.82335 -15.83605 0.00037 -0.00044 0.00292 -0.00000 1.000e+04 
115520.001 -47.51802 14.18359 -0.00039 -0.00134 0.00018 0.00000 1.000e+04 
115530.001 37.48924 -29.03600 0.00198 -0.00005 0.00270 -0.00000 1.000e+04 
115540.001 -40.97654 26.50561 -0.00213 -0.00172 0.00035 0.00000 1.000e+04 
115550.001 27.64656 -39.61777 0.00257 0.00025 0.00239 -0.00000 1.000e+04 
115560.001 -30.87501 36.64387 -0.00174 -0.00204 0.00063 -0.00000 1.000e+04 
115570.001 15.45107 -46.64765 0.00138 0.00044 0.00201 0.00000 1.000e+04 
115580.001 -18.08992 43.44270 -0.00369 -0.00227 0.00100 -0.00000 1.000e+04 
115590.001 1.97230 -49.85163 0.00405 0.00051 0.00162 0.00000 1.000e+04 
115600.001 -3.60213 46.14658 -0.00390 -0.00237 0.00145 -0.00000 1.000e+04 
115610.001 -11.70015 -49.11813 0.00223 0.00047 0.00122 -0.00000 1.000e+04 
115620.001 11.27591 44.26887 0.00064 -0.00233 0.00191 0.00000 1.000e+04 
115630.001 -24.45955 -44.62629 -0.00283 0.00033 0.00086 0.00000 1.000e+04 
115640.001 25.02880 37.80885 0.00368 -0.00214 0.00235 -0.00000 1.000e+04 
115650.001 -35.38209 -36.76661 -0.00336 0.00011 0.00056 0.00000 1.000e+04 
115660.001 36.06122 27.40669 0.00276 -0.00181 0.00271 -0.00000 1.000e+04 
115670.001 -43.67060 -26.24117 -0.00213 -0.00019 0.00032 0.00000 1.000e+04 
115680.001 43.27917 14.12710 0.00309 -0.00138 0.00293 -0.00000 1.000e+04 
115690.001 -48.77167 -13.75333 -0.00311 -0.00054 0.00017 0.00000 1.000e+04 
115700.001 46.02557 -0.74347 0.00234 -0.00091 0.00300 0.00000 1.000e+04 
115710.001 -50.14035 -0.19682 -0.00079 -0.00093 0.00011 -0.00000 1.000e+04 
115720.001 44.12188 -15.46016 -0.00046 -0.00046 0.00292 0.00000 1.000e+04 
115730.001 -47.59680 13.36539 -0.00004 -0.00133 0.00017 -0.00000 1.000e+04 
115740.001 37.98232 -28.67417 -0.00059 -0.00007 0.00271 0.00000 1.000e+04 
115750.001 -41.19853 25.81891 -0.00076 -0.00170 0.00033 -0.00000 1.000e+04 
115760.001 28.37288 -39.29508 -0.00041 0.00023 0.00240 0.00000 1.000e+04 
115770.001 -31.29241 36.06485 0.00128 -0.00203 0.00061 -0.00000 1.000e+04 
115780.001 16.28928 -46.54577 -0.00247 0.00042 0.00203 -0.00000 1.000e+04 
115790.001 -18.49614 43.08642 0.00346 -0.00226 0.00098 0.00000 1.000e+04 
115800.001 2.91039 -49.93920 -0.00324 0.00050 0.00164 -0.00000 1.000e+04 
115810.001 -3.97467 45.97970 0.00374 -0.00238 0.00143 0.00000 1.000e+04 
115820.001 -10.68403 -49.42640 -0.00306 0.00047 0.00125 -0.00000 1.000e+04 
115830.001 10.90253 44.28069 0.00297 -0.00234 0.00190 0.00000 1.000e+04 
115840.001 -23.50298 -45.17943 -0.00188 0.00034 0.00089 -0.00000 1.000e+04 
115850.001 24.70224 37.97985 0.00074 -0.00215 0.00234 0.00000 1.000e+04 
115860.001 -34.55825 -37.56460 0.00080 0.00012 0.00058 -0.00000 1.000e+04 
115870.001 35.89856 27.66069 -0.00220 -0.00182 0.00270 0.00000 1.000e+04 
115880.001 -43.05200 -27.15713 0.00284 -0.00017 0.00033 -0.00000 1.000e+04 
115890.001 43.26979 14.46847 -0.00351 -0.00140 0.00292 0.00000 1.000e+04 
115900.001 -48.34601 -14.75976 0.00290 -0.00052 0.00017 -0.00000 1.000e+04 
115910.001 46.17710 -0.23212 -0.00324 -0.00093 0.00299 0.00000 1.000e+04 
115920.001 -49.98656 -1.24480 0.00229 -0.00090 0.00011 -0.00000 1.000e+04 
115930.001 44.47854 -14.95814 -0.00189 -0.00048 0.00292 -0.00000 1.000e+04 
115940.001 -47.68445 12.39687 0.00160 -0.00130 0.00015 0.00000 1.000e+04 
115950.001 38.55724 -28.22656 -0.00069 -0.00009 0.00271 -0.00000 1.000e+04 
115960.001 -41.45434 25.03535 0.00150 -0.00169 0.00031 0.00000 1.000e+04 
115970.001 29.18319 -38.92363 -0.00042 0.00021 0.00242 -0.00000 1.000e+04 
115980.001 -31.67746 35.47089 0.00072 -0.00202 0.00059 0.00000 1.000e+04 
115990.001 17.31361 -46.33478 0.00063 0.00041 0.00205 -0.00000 1.000e+04 
116000.001 -19.01545 42.68053 -0.00095 -0.00226 0.00096 0.00000 1.000e+04 
116010.001 4.01043 -50.00330 0.00190 0.00050 0.00166 -0.00000 1.000e+04 
116020.001 -4.44108 45.80300 -0.00225 -0.00238 0.00141 -0.00000 1.000e+04 
116030.001 -9.55970 -49.73852 0.00227 0.00048 0.00128 0.00000 1.000e+04 
116040.001 10.49205 44.30576 -0.00383 -0.00235 0.00188 -0.00000 1.000e+04 
116050.001 -22.40196 -45.75304 0.00413 0.00035 0.00091 0.00000 1.000e+04 
116060.001 24.33181 38.21001 -0.00365 -0.00216 0.00232 -0.00000 1.000e+04 
116070.001 -33.61087 -38.38631 0.00199 0.00014 0.00060 -0.00000 1.000e+04 
116080.001 35.63815 28.06071 -0.00016 -0.00184 0.00268 -0.00000 1.000e+04 
116090.001 -42.33523 -28.18096 -0.00153 -0.00014 0.00034 0.00000 1.000e+04 
116100.001 43.21939 14.93632 0.00262 -0.00142 0.00291 -0.00000 1.000e+04 
116110.001 -47.90069 -15.79742 -0.00257 -0.00049 0.00017 0.00000 1.000e+04 
116120.001 46.31703 0.38401 0.00314 -0.00096 0.00299 -0.00000 1.000e+04 
116130.001 -49.79382 -2.30143 -0.00322 -0.00088 0.00010 0.00000 1.000e+04 
116140.001 44.87863 -14.22162 0.00398 -0.00051 0.00292 -0.00000 1.000e+04 
116150.001 -47.79365 11.37583 -0.00248 -0.00128 0.00014 0.00000 1.000e+04 
116160.001 39.19431 -27.59745 0.00188 -0.00011 0.00273 -0.00000 1.000e+04 
116170.001 -41.80588 24.14574 -0.00018 -0.00167 0.00029 -0.00000 1.000e+04 
116180.001 30.03604 -38.47201 -0.00098 0.00019 0.00243 0.00000 1.000e+04 
116190.001 -32.12996 34.85856 0.00041 -0.00201 0.00057 -0.00000 1.000e+04 
116200.001 18.36369 -46.04575 -0.00095 0.00040 0.00208 0.00000 1.000e+04 
116210.001 -19.56579 42.29855 -0.00026 -0.00226 0.00094 -0.00000 1.000e+04 
116220.001 5.24872 -49.94406 -0.00048 0.00049 0.00169 0.00000 1.000e+04 
116230.001 -5.16876 45.64980 0.00057 -0.00238 0.00138 -0.00000 1.000e+04 
116240.001 -8.35436 -50.02075 -0.00148 0.00048 0.00131 0.00000 1.000e+04 
116250.001 9.82760 44.39698 0.00202 -0.00236 0.00186 -0.00000 1.000e+04 
116260.001 -21.31394 -46.32288 -0.00167 0.00036 0.00094 -0.00000 1.000e+04 
116270.001 23.88948 38.49342 -0.00047 -0.00217 0.00230 0.00000 1.000e+04 
116280.001 -32.80952 -39.07644 0.00028 0.00016 0.00061 0.00000 1.000e+04 
