# t x y z vx vy vz m
66910.000 24.84728 -34.94160 -0.00051 0.00046 0.00240 0.00000 1.000e+04 
66920.000 -20.33307 50.78343 -0.00144 -0.00205 0.00103 -0.00000 1.000e+04 
66930.000 4.15137 -42.82481 0.00175 0.00072 0.00171 0.00000 1.000e+04 
66940.000 -3.18053 54.12952 -0.00546 -0.00215 0.00148 -0.00000 1.000e+04 
66950.000 -17.51972 -40.71617 0.00026 0.00061 0.00100 0.00000 1.000e+04 
66960.000 14.35827 51.05314 -0.00347 -0.00210 0.00196 -0.00000 1.000e+04 
66970.000 -35.58967 -29.79692 -0.00186 0.00021 0.00046 0.00000 1.000e+04 
66980.000 29.94014 41.52399 -0.00753 -0.00188 0.00241 -0.00000 1.000e+04 
66990.000 -46.99040 -13.28364 0.00387 -0.00032 0.00018 0.00000 1.000e+04 
67000.000 41.26838 26.22808 -0.00699 -0.00149 0.00278 0.00000 1.000e+04 
67010.000 -50.87512 5.42514 0.00393 -0.00087 0.00013 0.00000 1.000e+04 
67020.000 45.97149 6.64540 -0.00973 -0.00092 0.00299 -0.00000 1.000e+04 
67030.000 -47.56005 23.33312 0.00607 -0.00135 0.00027 0.00000 1.000e+04 
67040.000 42.11120 -13.83934 0.00132 -0.00026 0.00294 -0.00000 1.000e+04 
67050.000 -38.39280 38.23137 -0.00327 -0.00173 0.00054 -0.00000 1.000e+04 
67060.000 29.50291 -31.31225 0.00435 0.00034 0.00256 0.00000 1.000e+04 
67070.000 -24.77563 48.69597 -0.00811 -0.00200 0.00091 -0.00000 1.000e+04 
67080.000 10.29714 -41.59978 0.00695 0.00069 0.00191 -0.00000 1.000e+04 
67090.000 -8.29451 53.73717 -0.01248 -0.00214 0.00135 0.00000 1.000e+04 
67100.000 -11.34826 -42.36379 0.00932 0.00068 0.00119 -0.00000 1.000e+04 
67110.000 9.12426 52.60618 -0.00875 -0.00214 0.00181 0.00000 1.000e+04 
67120.000 -30.79742 -33.90674 0.01034 0.00035 0.00060 -0.00000 1.000e+04 
67130.000 25.53925 44.94740 -0.00981 -0.00197 0.00228 0.00000 1.000e+04 
67140.000 -44.21780 -18.93079 0.01308 -0.00015 0.00024 -0.00000 1.000e+04 
67150.000 38.27917 31.48366 -0.01106 -0.00163 0.00268 0.00000 1.000e+04 
67160.000 -50.41675 -0.83542 0.01275 -0.00069 0.00012 0.00000 1.000e+04 
67170.000 45.29882 13.27102 -0.01304 -0.00112 0.00295 0.00000 1.000e+04 
67180.000 -49.41141 17.51331 0.01568 -0.00120 0.00021 -0.00000 1.000e+04 
67190.000 44.37065 -7.24004 -0.01080 -0.00048 0.00299 0.00000 1.000e+04 
67200.000 -42.05482 33.61676 0.01340 -0.00162 0.00044 -0.00000 1.000e+04 
67210.000 34.59426 -26.11894 -0.01034 0.00015 0.00272 -0.00000 1.000e+04 
67220.000 -29.73247 45.73938 0.01274 -0.00193 0.00078 0.00000 1.000e+04 
67230.000 17.22273 -39.16661 -0.01210 0.00061 0.00215 -0.00000 1.000e+04 
67240.000 -14.00362 52.73961 0.01380 -0.00211 0.00120 -0.00000 1.000e+04 
67250.000 -4.32045 -43.19910 -0.01092 0.00072 0.00142 -0.00000 1.000e+04 
67260.000 3.28751 53.68455 0.00721 -0.00216 0.00166 -0.00000 1.000e+04 
67270.000 -24.85384 -37.59632 -0.00291 0.00049 0.00077 0.00000 1.000e+04 
67280.000 20.22066 48.30263 -0.00403 -0.00205 0.00213 -0.00000 1.000e+04 
67290.000 -40.64294 -24.31354 0.00089 0.00003 0.00033 0.00000 1.000e+04 
67300.000 34.60614 36.53504 -0.00121 -0.00176 0.00256 -0.00000 1.000e+04 
67310.000 -49.35110 -6.63237 0.00070 -0.00052 0.00014 0.00000 1.000e+04 
67320.000 43.85105 19.32198 -0.00793 -0.00130 0.00289 -0.00000 1.000e+04 
67330.000 -50.48216 12.01205 0.00930 -0.00105 0.00016 0.00000 1.000e+04 
67340.000 45.59153 -0.90876 -0.00746 -0.00069 0.00301 -0.00000 1.000e+04 
67350.000 -44.88507 29.12970 0.00174 -0.00150 0.00036 0.00000 1.000e+04 
67360.000 38.44525 -20.83118 -0.00281 -0.00003 0.00284 -0.00000 1.000e+04 
67370.000 -33.81513 42.74659 0.00186 -0.00185 0.00067 0.00000 1.000e+04 
67380.000 22.75557 -36.25810 -0.00302 0.00051 0.00233 -0.00000 1.000e+04 
67390.000 -18.70653 51.38565 0.00849 -0.00207 0.00107 -0.00000 1.000e+04 
67400.000 1.76098 -43.08817 -0.00195 0.00073 0.00163 -0.00000 1.000e+04 
67410.000 -1.40635 54.09773 -0.00059 -0.00216 0.00153 0.00000 1.000e+04 
67420.000 -19.69769 -39.94248 0.00084 0.00058 0.00093 -0.00000 1.000e+04 
67430.000 15.97182 50.35098 0.00082 -0.00209 0.00200 0.00000 1.000e+04 
67440.000 -37.03894 -28.39987 0.00046 0.00016 0.00042 -0.00000 1.000e+04 
67450.000 31.19288 40.27632 0.00797 -0.00186 0.00245 -0.00000 1.000e+04 
67460.000 -47.70851 -11.62153 -0.00480 -0.00037 0.00016 -0.00000 1.000e+04 
67470.000 42.04056 24.43548 0.00767 -0.00144 0.00281 -0.00000 1.000e+04 
67480.000 -50.85138 7.08190 -0.00768 -0.00091 0.00014 0.00000 1.000e+04 
67490.000 46.00320 4.69792 0.00375 -0.00086 0.00300 -0.00000 1.000e+04 
67500.000 -46.91650 24.94314 -0.00534 -0.00139 0.00029 -0.00000 1.000e+04 
67510.000 41.26111 -15.75118 -0.00167 -0.00020 0.00292 -0.00000 1.000e+04 
67520.000 -37.16708 39.54087 -0.00033 -0.00177 0.00058 0.00000 1.000e+04 
67530.000 27.81005 -32.71972 -0.00041 0.00039 0.00250 -0.00000 1.000e+04 
67540.000 -23.15930 49.53281 -0.00251 -0.00202 0.00096 0.00000 1.000e+04 
67550.000 7.99604 -42.14892 0.00368 0.00070 0.00184 -0.00000 1.000e+04 
67560.000 -6.51983 53.90416 -0.00360 -0.00215 0.00139 0.00000 1.000e+04 
67570.000 -13.52989 -41.88387 0.00643 0.00066 0.00112 -0.00000 1.000e+04 
67580.000 10.86946 52.14112 -0.00368 -0.00213 0.00186 0.00000 1.000e+04 
67590.000 -32.45083 -32.59670 0.00588 0.00031 0.00055 -0.00000 1.000e+04 
67600.000 26.87727 43.95417 0.00312 -0.00195 0.00232 0.00000 1.000e+04 
67610.000 -45.24686 -17.15433 -0.00424 -0.00020 0.00022 -0.00000 1.000e+04 
67620.000 39.25498 29.85429 0.00764 -0.00159 0.00272 0.00000 1.000e+04 
67630.000 -50.72764 1.25422 -0.00323 -0.00075 0.00013 -0.00000 1.000e+04 
67640.000 45.55389 11.09295 0.00524 -0.00106 0.00297 -0.00000 1.000e+04 
67650.000 -48.95770 19.51461 -0.00112 -0.00125 0.00023 0.00000 1.000e+04 
67660.000 43.62098 -9.66535 0.00202 -0.00040 0.00298 -0.00000 1.000e+04 
67670.000 -40.85836 35.34121 -0.00315 -0.00166 0.00048 0.00000 1.000e+04 
67680.000 32.73882 -28.14397 -0.00085 0.00023 0.00266 -0.00000 1.000e+04 
67690.000 -27.97088 46.99788 -0.00017 -0.00196 0.00083 -0.00000 1.000e+04 
67700.000 14.27634 -40.31652 -0.00199 0.00065 0.00205 0.00000 1.000e+04 
67710.000 -11.88849 53.19400 0.00009 -0.00212 0.00125 -0.00000 1.000e+04 
67720.000 -7.40852 -42.99468 -0.00386 0.00071 0.00132 0.00000 1.000e+04 
67730.000 5.59956 53.31598 0.00691 -0.00215 0.00172 -0.00000 1.000e+04 
67740.000 -27.51257 -36.13494 -0.00459 0.00043 0.00070 0.00000 1.000e+04 
67750.000 22.36819 47.02043 -0.00189 -0.00202 0.00219 -0.00000 1.000e+04 
67760.000 -42.39276 -22.01420 -0.00057 -0.00005 0.00029 0.00000 1.000e+04 
67770.000 36.16813 34.41582 -0.00203 -0.00171 0.00262 0.00000 1.000e+04 
67780.000 -49.95442 -4.16994 0.00477 -0.00060 0.00013 -0.00000 1.000e+04 
67790.000 44.48517 16.81744 -0.00095 -0.00123 0.00292 0.00000 1.000e+04 
67800.000 -50.18901 14.44852 -0.00220 -0.00111 0.00018 -0.00000 1.000e+04 
67810.000 45.07562 -3.72841 0.00402 -0.00060 0.00301 -0.00000 1.000e+04 
67820.000 -43.79308 31.11290 -0.00261 -0.00155 0.00039 0.00000 1.000e+04 
67830.000 36.73465 -23.30632 -0.00255 0.00006 0.00279 -0.00000 1.000e+04 
67840.000 -32.12884 44.10262 0.00252 -0.00188 0.00072 0.00000 1.000e+04 
67850.000 20.20192 -37.67556 -0.00263 0.00056 0.00225 -0.00000 1.000e+04 
67860.000 -16.86524 51.95923 0.00220 -0.00209 0.00112 0.00000 1.000e+04 
67870.000 -0.93668 -43.22954 0.00169 0.00073 0.00154 -0.00000 1.000e+04 
67880.000 0.24883 53.95107 -0.00488 -0.00216 0.00158 -0.00000 1.000e+04 
67890.000 -21.98617 -39.07437 0.00540 0.00054 0.00086 0.00000 1.000e+04 
67900.000 17.40150 49.56079 -0.00682 -0.00208 0.00205 -0.00000 1.000e+04 
67910.000 -38.51715 -27.00982 0.00568 0.00011 0.00039 0.00000 1.000e+04 
67920.000 32.23724 38.97196 -0.00637 -0.00183 0.00249 -0.00000 1.000e+04 
67930.000 -48.43450 -10.05283 0.00394 -0.00042 0.00016 0.00000 1.000e+04 
67940.000 42.48064 22.80830 -0.00032 -0.00140 0.00284 -0.00000 1.000e+04 
67950.000 -50.96973 8.43095 -0.00261 -0.00095 0.00015 -0.00000 1.000e+04 
67960.000 45.74085 2.97139 0.00527 -0.00081 0.00301 -0.00000 1.000e+04 
67970.000 -46.69311 25.83707 -0.00683 -0.00142 0.00031 0.00000 1.000e+04 
67980.000 40.28966 -17.39437 0.00556 -0.00015 0.00290 -0.00000 1.000e+04 
67990.000 -36.74350 40.06731 -0.00492 -0.00178 0.00060 -0.00000 1.000e+04 
68000.000 26.31329 -33.81626 0.00577 0.00042 0.00246 0.00000 1.000e+04 
68010.000 -22.56401 49.82390 -0.00535 -0.00203 0.00098 -0.00000 1.000e+04 
68020.000 6.12688 -42.54751 0.00228 0.00071 0.00178 0.00000 1.000e+04 
68030.000 -5.86326 53.87803 0.00124 -0.00215 0.00142 -0.00000 1.000e+04 
68040.000 -15.36583 -41.54144 -0.00369 0.00064 0.00107 0.00000 1.000e+04 
68050.000 11.51267 51.75020 0.00362 -0.00213 0.00189 -0.00000 1.000e+04 
68060.000 -33.84322 -31.75864 -0.00327 0.00027 0.00052 0.00000 1.000e+04 
68070.000 27.59538 43.11456 -0.00065 -0.00193 0.00235 -0.00000 1.000e+04 
68080.000 -46.16292 -15.91275 0.00233 -0.00025 0.00021 0.00000 1.000e+04 
68090.000 39.73662 28.47320 -0.00350 -0.00156 0.00275 0.00000 1.000e+04 
68100.000 -51.02383 2.36171 0.00209 -0.00078 0.00013 0.00000 1.000e+04 
68110.000 45.50466 9.50803 -0.00372 -0.00101 0.00299 -0.00000 1.000e+04 
68120.000 -48.86553 20.25675 0.00233 -0.00127 0.00024 0.00000 1.000e+04 
68130.000 43.01503 -10.99238 -0.00609 -0.00036 0.00297 -0.00000 1.000e+04 
68140.000 -40.65314 35.79589 0.00665 -0.00167 0.00049 0.00000 1.000e+04 
68150.000 31.52080 -29.29580 -0.00396 0.00026 0.00263 0.00000 1.000e+04 
68160.000 -27.71112 47.09753 0.00194 -0.00196 0.00084 -0.00000 1.000e+04 
68170.000 13.03522 -40.78709 -0.00067 0.00066 0.00202 0.00000 1.000e+04 
68180.000 -11.66354 53.16584 -0.00189 -0.00213 0.00127 0.00000 1.000e+04 
68190.000 -8.63270 -42.95150 0.00324 0.00070 0.00129 -0.00000 1.000e+04 
68200.000 5.74468 53.11424 -0.00125 -0.00215 0.00173 0.00000 1.000e+04 
68210.000 -28.44877 -35.80147 0.00325 0.00041 0.00068 -0.00000 1.000e+04 
68220.000 22.40631 46.63199 -0.00258 -0.00202 0.00220 0.00000 1.000e+04 
68230.000 -42.80735 -21.85878 0.00459 -0.00006 0.00029 0.00000 1.000e+04 
68240.000 36.07673 34.06961 -0.00511 -0.00171 0.00263 0.00000 1.000e+04 
68250.000 -50.27879 -4.06974 0.00448 -0.00060 0.00014 -0.00000 1.000e+04 
68260.000 44.34642 16.21947 0.00041 -0.00122 0.00293 0.00000 1.000e+04 
68270.000 -50.43718 14.46092 -0.00166 -0.00112 0.00019 -0.00000 1.000e+04 
68280.000 44.72493 -4.46958 0.00232 -0.00058 0.00301 -0.00000 1.000e+04 
68290.000 -44.01560 31.10845 -0.00212 -0.00155 0.00040 0.00000 1.000e+04 
68300.000 35.98374 -24.13523 0.00023 0.00008 0.00278 -0.00000 1.000e+04 
68310.000 -32.28809 44.06895 0.00345 -0.00188 0.00072 0.00000 1.000e+04 
68320.000 19.08573 -38.26542 -0.00280 0.00057 0.00222 0.00000 1.000e+04 
68330.000 -16.89190 51.88335 0.00107 -0.00209 0.00113 -0.00000 1.000e+04 
68340.000 -2.09128 -43.37534 0.00129 0.00072 0.00151 0.00000 1.000e+04 
68350.000 0.40595 53.79780 -0.00309 -0.00216 0.00159 -0.00000 1.000e+04 
68360.000 -23.05193 -38.80813 0.00231 0.00052 0.00084 -0.00000 1.000e+04 
68370.000 17.73500 49.20468 0.00146 -0.00208 0.00207 0.00000 1.000e+04 
68380.000 -39.39272 -26.36614 -0.00338 0.00008 0.00038 -0.00000 1.000e+04 
68390.000 32.57979 38.25747 0.00575 -0.00182 0.00251 0.00000 1.000e+04 
68400.000 -48.90272 -9.38610 -0.00158 -0.00045 0.00016 -0.00000 1.000e+04 
68410.000 42.63934 21.77244 -0.00203 -0.00138 0.00286 -0.00000 1.000e+04 
68420.000 -51.10229 8.97965 0.00346 -0.00097 0.00016 0.00000 1.000e+04 
68430.000 45.51822 1.85918 -0.00548 -0.00078 0.00302 0.00000 1.000e+04 
68440.000 -46.65482 26.19525 0.00749 -0.00143 0.00032 -0.00000 1.000e+04 
68450.000 39.65352 -18.38325 -0.00119 -0.00011 0.00289 0.00000 1.000e+04 
68460.000 -36.57704 40.35680 -0.00133 -0.00179 0.00061 -0.00000 1.000e+04 
68470.000 25.11668 -34.67537 0.00449 0.00045 0.00243 0.00000 1.000e+04 
68480.000 -22.18226 49.95887 -0.00523 -0.00204 0.00099 -0.00000 1.000e+04 
68490.000 4.68213 -42.87477 0.00297 0.00071 0.00174 -0.00000 1.000e+04 
68500.000 -5.20576 53.84643 -0.00012 -0.00216 0.00144 0.00000 1.000e+04 
68510.000 -16.91836 -41.23060 -0.00161 0.00061 0.00103 -0.00000 1.000e+04 
68520.000 12.34792 51.31605 0.00525 -0.00212 0.00192 0.00000 1.000e+04 
68530.000 -34.94960 -30.98447 -0.00527 0.00024 0.00050 0.00000 1.000e+04 
68540.000 28.20424 42.36717 0.00121 -0.00192 0.00238 -0.00000 1.000e+04 
68550.000 -46.75715 -15.07070 -0.00062 -0.00028 0.00021 0.00000 1.000e+04 
68560.000 40.13207 27.40383 -0.00385 -0.00153 0.00277 0.00000 1.000e+04 
68570.000 -51.24464 3.32454 0.00345 -0.00081 0.00014 -0.00000 1.000e+04 
68580.000 45.47684 8.14271 0.00145 -0.00097 0.00300 0.00000 1.000e+04 
68590.000 -48.71006 21.23617 -0.00067 -0.00130 0.00026 -0.00000 1.000e+04 
68600.000 42.32785 -12.60045 0.00490 -0.00031 0.00296 0.00000 1.000e+04 
68610.000 -40.09768 36.58084 -0.00399 -0.00169 0.00051 -0.00000 1.000e+04 
68620.000 30.17348 -30.58232 0.00113 0.00031 0.00259 0.00000 1.000e+04 
68630.000 -26.73485 47.69634 -0.00069 -0.00198 0.00087 -0.00000 1.000e+04 
68640.000 11.12485 -41.42586 -0.00503 0.00067 0.00195 0.00000 1.000e+04 
68650.000 -10.44186 53.31150 0.00217 -0.00214 0.00130 -0.00000 1.000e+04 
68660.000 -10.55649 -42.76453 -0.00642 0.00068 0.00123 -0.00000 1.000e+04 
68670.000 7.16797 52.74226 0.00522 -0.00215 0.00177 0.00000 1.000e+04 
68680.000 -29.96605 -34.89483 -0.00056 0.00037 0.00064 -0.00000 1.000e+04 
68690.000 23.74386 45.67567 0.00140 -0.00200 0.00224 0.00000 1.000e+04 
68700.000 -43.68739 -20.60179 0.00263 -0.00011 0.00027 -0.00000 1.000e+04 
68710.000 36.96369 32.66155 0.00450 -0.00168 0.00266 0.00000 1.000e+04 
68720.000 -50.52401 -2.92653 0.00227 -0.00064 0.00014 -0.00000 1.000e+04 
68730.000 44.64273 14.65553 0.00323 -0.00117 0.00295 0.00000 1.000e+04 
68740.000 -50.24863 15.44406 0.00106 -0.00115 0.00020 -0.00000 1.000e+04 
68750.000 44.39970 -6.07010 0.00443 -0.00053 0.00301 0.00000 1.000e+04 
68760.000 -43.45228 31.89725 0.00043 -0.00158 0.00041 -0.00000 1.000e+04 
68770.000 35.08690 -25.38064 0.00200 0.00012 0.00275 0.00000 1.000e+04 
68780.000 -31.48631 44.57293 -0.00044 -0.00190 0.00075 -0.00000 1.000e+04 
68790.000 17.82648 -38.96243 0.00203 0.00059 0.00218 0.00000 1.000e+04 
68800.000 -15.94511 52.06029 -0.00261 -0.00210 0.00116 -0.00000 1.000e+04 
68810.000 -3.47130 -43.47563 0.00131 0.00072 0.00146 0.00000 1.000e+04 
68820.000 1.41927 53.56329 -0.00098 -0.00217 0.00162 -0.00000 1.000e+04 
68830.000 -23.97461 -38.45732 -0.00641 0.00050 0.00081 0.00000 1.000e+04 
68840.000 18.53261 48.69599 0.00636 -0.00207 0.00209 -0.00000 1.000e+04 
68850.000 -39.94795 -25.83044 -0.01088 0.00006 0.00037 0.00000 1.000e+04 
68860.000 33.26295 37.44514 0.00704 -0.00180 0.00254 -0.00000 1.000e+04 
68870.000 -49.18899 -8.61849 -0.00502 -0.00047 0.00016 -0.00000 1.000e+04 
68880.000 43.05959 20.58717 0.00876 -0.00135 0.00288 0.00000 1.000e+04 
68890.000 -51.04438 9.91543 -0.00967 -0.00100 0.00016 -0.00000 1.000e+04 
68900.000 45.44496 0.38887 0.00956 -0.00073 0.00302 0.00000 1.000e+04 
68910.000 -46.14965 27.13242 -0.01035 -0.00145 0.00033 -0.00000 1.000e+04 
68920.000 38.95133 -19.76670 0.01047 -0.00007 0.00286 -0.00000 1.000e+04 
68930.000 -35.70213 41.06293 -0.01267 -0.00181 0.00063 -0.00000 1.000e+04 
68940.000 23.97652 -35.54818 0.00780 0.00047 0.00238 0.00000 1.000e+04 
68950.000 -21.07896 50.31042 -0.00388 -0.00205 0.00102 -0.00000 1.000e+04 
68960.000 3.53563 -43.09072 -0.00199 0.00072 0.00169 0.00000 1.000e+04 
68970.000 -4.11584 53.77991 0.00720 -0.00216 0.00147 -0.00000 1.000e+04 
68980.000 -17.62555 -41.01165 -0.00689 0.00060 0.00101 0.00000 1.000e+04 
68990.000 13.24668 50.98593 0.01253 -0.00212 0.00194 0.00000 1.000e+04 
69000.000 -35.37159 -30.57623 -0.00779 0.00022 0.00048 -0.00000 1.000e+04 
69010.000 28.90629 41.78232 0.00555 -0.00191 0.00240 0.00000 1.000e+04 
69020.000 -46.90267 -14.58982 0.00434 -0.00029 0.00020 -0.00000 1.000e+04 
69030.000 40.54106 26.73678 -0.00676 -0.00152 0.00278 0.00000 1.000e+04 
69040.000 -51.20113 3.84622 0.00330 -0.00083 0.00014 0.00000 1.000e+04 
69050.000 45.61810 7.28666 -0.00764 -0.00095 0.00300 0.00000 1.000e+04 
69060.000 -48.41703 21.78117 0.00748 -0.00131 0.00026 0.00000 1.000e+04 
69070.000 42.12331 -13.33404 -0.00481 -0.00029 0.00295 -0.00000 1.000e+04 
69080.000 -39.63341 37.01751 0.00139 -0.00171 0.00052 0.00000 1.000e+04 
69090.000 29.67547 -31.10969 -0.00020 0.00032 0.00257 -0.00000 1.000e+04 
69100.000 -26.22967 47.89463 -0.00245 -0.00199 0.00088 0.00000 1.000e+04 
69110.000 10.49166 -41.68256 0.00200 0.00068 0.00193 -0.00000 1.000e+04 
69120.000 -9.82823 53.32067 0.00151 -0.00214 0.00132 0.00000 1.000e+04 
69130.000 -10.93650 -42.70221 -0.00061 0.00068 0.00122 -0.00000 1.000e+04 
69140.000 7.45246 52.59476 0.00577 -0.00215 0.00178 0.00000 1.000e+04 
69150.000 -30.00401 -34.87855 -0.00197 0.00037 0.00064 0.00000 1.000e+04 
69160.000 23.74067 45.61963 -0.00188 -0.00200 0.00224 0.00000 1.000e+04 
69170.000 -43.64330 -20.70629 0.00194 -0.00010 0.00027 -0.00000 1.000e+04 
69180.000 36.87491 32.70399 0.00344 -0.00168 0.00266 -0.00000 1.000e+04 
69190.000 -50.44328 -3.24658 -0.00139 -0.00063 0.00014 0.00000 1.000e+04 
69200.000 44.50356 15.05476 0.00304 -0.00119 0.00295 0.00000 1.000e+04 
69210.000 -50.34516 14.79067 -0.00365 -0.00113 0.00019 -0.00000 1.000e+04 
69220.000 44.52500 -5.25140 0.00707 -0.00055 0.00301 0.00000 1.000e+04 
69230.000 -43.97960 31.00448 -0.00873 -0.00156 0.00040 0.00000 1.000e+04 
69240.000 35.80523 -24.38925 0.00431 0.00009 0.00277 -0.00000 1.000e+04 
69250.000 -32.59741 43.61291 -0.00399 -0.00188 0.00071 -0.00000 1.000e+04 
69260.000 19.47818 -38.15558 0.00343 0.00056 0.00224 -0.00000 1.000e+04 
69270.000 -17.66968 51.44286 -0.00191 -0.00209 0.00111 0.00000 1.000e+04 
69280.000 -1.15672 -43.47359 0.00362 0.00072 0.00154 -0.00000 1.000e+04 
69290.000 -0.79001 53.64912 -0.00774 -0.00217 0.00156 0.00000 1.000e+04 
69300.000 -21.73090 -39.54513 0.00665 0.00054 0.00088 -0.00000 1.000e+04 
69310.000 16.23963 49.61842 0.00059 -0.00210 0.00203 0.00000 1.000e+04 
69320.000 -38.16058 -27.97076 0.00183 0.00013 0.00042 -0.00000 1.000e+04 
69330.000 31.16557 39.39507 -0.00350 -0.00186 0.00248 0.00000 1.000e+04 
69340.000 -48.20282 -11.74911 0.00551 -0.00038 0.00018 -0.00000 1.000e+04 
69350.000 41.68354 23.72347 0.00291 -0.00144 0.00283 0.00000 1.000e+04 
69360.000 -51.29283 6.20603 -0.00033 -0.00090 0.00015 -0.00000 1.000e+04 
69370.000 45.50542 4.41115 0.00267 -0.00086 0.00302 0.00000 1.000e+04 
69380.000 -47.83732 23.48248 -0.00249 -0.00136 0.00028 -0.00000 1.000e+04 
69390.000 40.94222 -15.78717 0.00507 -0.00021 0.00293 0.00000 1.000e+04 
69400.000 -38.73359 37.97197 -0.00473 -0.00174 0.00055 -0.00000 1.000e+04 
69410.000 27.96117 -32.55545 0.00629 0.00037 0.00252 0.00000 1.000e+04 
69420.000 -25.34846 48.27081 -0.01009 -0.00200 0.00091 -0.00000 1.000e+04 
69430.000 8.73890 -42.18803 0.00734 0.00069 0.00187 0.00000 1.000e+04 
69440.000 -9.10633 53.25502 -0.00588 -0.00215 0.00134 0.00000 1.000e+04 
69450.000 -12.27402 -42.57536 0.00640 0.00066 0.00118 -0.00000 1.000e+04 
69460.000 8.04151 52.27724 -0.00711 -0.00215 0.00180 0.00000 1.000e+04 
69470.000 -30.95374 -34.42112 0.00709 0.00035 0.00062 -0.00000 1.000e+04 
69480.000 24.19950 45.06123 -0.00453 -0.00200 0.00226 0.00000 1.000e+04 
69490.000 -44.18570 -20.18372 0.00713 -0.00013 0.00027 -0.00000 1.000e+04 
69500.000 37.15881 31.95559 0.00186 -0.00167 0.00268 0.00000 1.000e+04 
69510.000 -50.70153 -2.73913 0.00137 -0.00065 0.00014 -0.00000 1.000e+04 
69520.000 44.53187 14.13420 0.00083 -0.00116 0.00296 0.00000 1.000e+04 
69530.000 -50.39705 15.19931 0.00217 -0.00114 0.00020 -0.00000 1.000e+04 
69540.000 44.20917 -6.24671 0.00464 -0.00052 0.00301 0.00000 1.000e+04 
69550.000 -43.83737 31.33026 -0.00462 -0.00157 0.00041 -0.00000 1.000e+04 
69560.000 35.13360 -25.19323 0.00421 0.00011 0.00276 0.00000 1.000e+04 
69570.000 -32.32050 43.87923 -0.00328 -0.00189 0.00073 -0.00000 1.000e+04 
69580.000 18.42613 -38.69803 0.00349 0.00058 0.00220 0.00000 1.000e+04 
69590.000 -17.17544 51.56653 -0.00645 -0.00210 0.00113 -0.00000 1.000e+04 
69600.000 -2.34743 -43.56183 0.00531 0.00072 0.00150 0.00000 1.000e+04 
69610.000 -0.14215 53.54098 -0.00822 -0.00217 0.00158 -0.00000 1.000e+04 
69620.000 -22.79171 -39.16555 0.00421 0.00052 0.00086 0.00000 1.000e+04 
69630.000 16.93092 49.22901 -0.00276 -0.00209 0.00205 -0.00000 1.000e+04 
69640.000 -38.90239 -27.27940 0.00026 0.00010 0.00040 0.00000 1.000e+04 
69650.000 31.73602 38.71110 -0.00565 -0.00184 0.00250 -0.00000 1.000e+04 
69660.000 -48.65693 -10.81344 0.00409 -0.00041 0.00017 0.00000 1.000e+04 
69670.000 42.04907 22.66174 -0.00626 -0.00141 0.00285 -0.00000 1.000e+04 
69680.000 -51.39639 7.40976 0.00552 -0.00093 0.00015 -0.00000 1.000e+04 
69690.000 45.42368 2.73452 -0.00102 -0.00081 0.00302 0.00000 1.000e+04 
69700.000 -47.38248 24.81225 -0.00243 -0.00140 0.00030 -0.00000 1.000e+04 
69710.000 40.01275 -17.59390 0.00675 -0.00015 0.00290 0.00000 1.000e+04 
69720.000 -37.73384 39.11965 -0.00626 -0.00177 0.00058 -0.00000 1.000e+04 
69730.000 26.14931 -33.96290 0.00275 0.00042 0.00246 0.00000 1.000e+04 
69740.000 -23.96725 48.94912 0.00053 -0.00202 0.00095 -0.00000 1.000e+04 
69750.000 6.54385 -42.68485 0.00076 0.00070 0.00180 0.00000 1.000e+04 
69760.000 -7.45080 53.46559 -0.00173 -0.00216 0.00138 -0.00000 1.000e+04 
69770.000 -14.77736 -42.04759 -0.00137 0.00064 0.00111 0.00000 1.000e+04 
69780.000 9.89307 51.75050 -0.00082 -0.00215 0.00185 -0.00000 1.000e+04 
69790.000 -32.96400 -32.98169 -0.00275 0.00029 0.00056 0.00000 1.000e+04 
69800.000 25.95902 43.78863 0.00595 -0.00197 0.00232 -0.00000 1.000e+04 
69810.000 -45.59344 -17.91657 -0.00536 -0.00020 0.00024 -0.00000 1.000e+04 
69820.000 38.53333 29.70966 0.00216 -0.00161 0.00273 0.00000 1.000e+04 
69830.000 -51.13633 -0.12489 0.00111 -0.00072 0.00014 0.00000 1.000e+04 
69840.000 44.97106 11.19057 -0.00313 -0.00108 0.00298 0.00000 1.000e+04 
69850.000 -49.86778 17.61263 0.00596 -0.00121 0.00022 -0.00000 1.000e+04 
69860.000 43.38208 -9.22052 0.00213 -0.00043 0.00300 0.00000 1.000e+04 
69870.000 -42.53668 33.40701 -0.00258 -0.00162 0.00045 -0.00000 1.000e+04 
69880.000 32.85563 -27.89037 0.00460 0.00021 0.00268 0.00000 1.000e+04 
69890.000 -30.19837 45.44260 -0.00443 -0.00193 0.00079 0.00000 1.000e+04 
69900.000 14.92136 -40.25495 0.00546 0.00063 0.00209 -0.00000 1.000e+04 
69910.000 -14.52808 52.27774 -0.00674 -0.00212 0.00120 0.00000 1.000e+04 
69920.000 -6.24403 -43.48622 0.00583 0.00070 0.00138 -0.00000 1.000e+04 
69930.000 2.69764 53.17129 -0.00300 -0.00217 0.00166 -0.00000 1.000e+04 
69940.000 -26.01525 -37.65537 0.00273 0.00046 0.00076 0.00000 1.000e+04 
69950.000 19.54156 47.82874 -0.00524 -0.00206 0.00213 -0.00000 1.000e+04 
69960.000 -41.25933 -24.68368 0.00002 0.00001 0.00035 0.00000 1.000e+04 
